"ID";"IDENT";"ETACQ1";"NBPERS";"STRATE";"POSSES3";"POSSES10";"NBIENS10";"INTERN";"NIVIE";"LOG";"RETOT";"NBIENS10_CL";"ACTIMP1";"ACTPRO";"MOYTRANS1";"TPSTELE";"TPSRAD";"CHAINEP";"NBVIDEO";"EMRAD1";"EMRAD2";"EMRAD3";"EMRAD4";"QUOTNAT";"QUOTREG";"MAGCUL";"MAGSCI";"MAGSP";"BD";"TYPLIV1";"TYPLIV2";"TYPLIV3";"TYPLIV5";"TYPLIV6";"TYPLIV7";"TYPLIV8";"TYPLIV9";"TYPLIV10";"LIVRES";"INSBIBLI";"NBLIVR";"TYPMUSIP";"NBDISQ";"SC1";"SC2";"SC4";"SC6";"SC8";"FEST";"COMPET";"COURSP1";"PAM1";"PAM2";"PAM8";"ASSCULT";"SPUTIL";"CIGARE";"SPORT";"SPORTIF";"AGE";"AGE1";"MATRI";"NATEMPL";"NIVETUD2";"OCCUPA";"PCS8";"SEXE";"STATUT";"VIECOU";"TPSTELE_CL";"TPSRAD_CL";"BD_CL";"LIVRES_CL";"SPORTIF_CL"
"9322038210-02";9322038210;"Frigo_neuf";"Men_3pers";"UU_Plus_100.000hab";"LaveVaisselle_Non";"Voiture_Oui";2;"Internet_Oui";"NiveauVie_2eQ";"Locataire";"15000_à_27000€";"Voiture_Deux";"Loisir_Tricot, broderie, couture";"ActivitéPro_Non";"Transport_NC";22;35;"France 3";"Video_50ouPlus";"Radio_Pas_Infos";"Radio_Pas_ConcertCult";"Radio_Musique";"Radio_Pas_Sport";"QuotNat_Jamais";"QUOTReg_Parfois";"MAGCUL_Non";"MAGSCI_Non";"MAGSP_Non";0;"Livre_Policier_Non";"Livre_Sentiments_Non";"Livre_Classique_Oui";"Livre_Histoire_Non";"Livre_PolitiqueSHS_Non";"Livre_SciencesTech_Non";"Livre_Pratique_Oui";"Livre_ArtPhoto_Non";"Livre_Sport_Non";8;"NonInscrit_Biblio";"LivresPossédés_30à99";"Music_Variété française";"CDPossédés_200ouPlus";"Cinema_Oui";"Théâtre_Non";"SpeDanse_Non";"SpeComique_Non";"Concert_Non";"Festival_Non";"Pas de compétition officielle";"";"Ecriture_Non";"Dessin_Oui";"Photo_Non";"Assos_Aucune";"MarcheVelo_Souvent";"Oui, 6 à 10 cigarettes/jour";"Sport_Jamais";1;30;"30-39ans";"Célibataires";"EmploiTpsPartiel";"Etudes_Supérieur";"Autre_inactif";"Employés";"Femme";"Salarié_Privé";"Vit_En_Couple";"TpsTV_20à29H/Sem";"TpsRad_20Houplus/Sem";"BD_Non";"LivresLus_5à9";"SportsDiff_Un"
"9322038850-01";9322038850;"Frigo_occasion";"Men_1pers";"UU_Plus_100.000hab";"LaveVaisselle_Oui";"Voiture_Oui";1;"Internet_PasDEquipement";"NiveauVie_1erQ";"Logé_Gratuitement";"7000_à_15000€";"Voiture_Une";"Loisir_Discothèque, soirées dansantes";"ActivitéPro_Non";"Transport_NC";27;;"TF1";"Video_aucune";"";"";"";"";"QuotNat_Jamais";"QUOTReg_Rarement";"MAGCUL_Non";"MAGSCI_Non";"MAGSP_Non";0;"Livre_Policier_Non";"Livre_Sentiments_Non";"Livre_Classique_Non";"Livre_Histoire_Non";"Livre_PolitiqueSHS_Non";"Livre_SciencesTech_Non";"Livre_Pratique_Non";"Livre_ArtPhoto_Non";"Livre_Sport_Non";0;"NonInscrit_Biblio";"LivresPossédés_MoinsDe30";"Music_AucuneSpe";"CDPossédés_MoinsDe29";"Cinema_Non";"Théâtre_Non";"SpeDanse_Non";"SpeComique_Non";"Concert_Non";"Festival_Non";"Pas de compétition officielle";"";"Ecriture_Non";"Dessin_Non";"Photo_Non";"Assos_Aucune";"MarcheVelo_Rarement";"Non ou très rarement";"Sport_Jamais";1;65;"65-69ans";"Divorcés";"CDD";"Etudes_PrimaireOuAvant";"Retraité";"Retraités";"Homme";"Salarié_Privé";"Ne_Vit_Pas_En_Couple";"TpsTV_20à29H/Sem";"TpsRad_Jamais";"BD_Non";"LivresLus_Aucun";"SportsDiff_Un"
"9322040020-01";9322040020;"Frigo_neuf";"Men_1pers";"Commune_rurale";"LaveVaisselle_Non";"Voiture_Non";;"Internet_PasDEquipement";"NiveauVie_2eQ";"Propriétaires";"7000_à_15000€";"Voiture_Aucune";"Loisir_Promenade";"ActivitéPro_Non";"Transport_NC";28;11;"France 2";"Video_aucune";"Radio_Infos";"Radio_Pas_ConcertCult";"Radio_Musique";"Radio_Pas_Sport";"QuotNat_Jamais";"QUOTReg_Parfois";"MAGCUL_Non";"MAGSCI_Non";"MAGSP_Non";0;"Livre_Policier_Non";"Livre_Sentiments_Non";"Livre_Classique_Non";"Livre_Histoire_Non";"Livre_PolitiqueSHS_Non";"Livre_SciencesTech_Non";"Livre_Pratique_Non";"Livre_ArtPhoto_Non";"Livre_Sport_Non";0;"NonInscrit_Biblio";"LivresPossédés_30à99";"Music_NC";"CDPossédés_Aucun";"Cinema_Non";"Théâtre_Non";"SpeDanse_Non";"SpeComique_Non";"Concert_Non";"Festival_Non";"";"";"Ecriture_Non";"Dessin_Non";"Photo_Non";"Assos_Aucune";"MarcheVelo_Rarement";"Non ou très rarement";"Sport_Jamais";0;74;"70ans+";"Veufs";"EmploiTpsPlein";"Etudes_PrimaireOuAvant";"Retraité";"Retraités";"Femme";"Salarié_Privé";"Ne_Vit_Pas_En_Couple";"TpsTV_20à29H/Sem";"TpsRad_9à19H/Sem";"BD_Non";"LivresLus_Aucun";"SportsDiff_Aucun"
"9322040840-01";9322040840;"Frigo_neuf";"Men_1pers";"UU_20.000_100.000hab";"LaveVaisselle_Non";"Voiture_Non";;"Internet_PasDEquipement";"NiveauVie_1erQ";"Locataire";"7000_à_15000€";"Voiture_Aucune";"Loisir_Tricot, broderie, couture";"ActivitéPro_Non";"Transport_NC";30;;"TF1";"Video_1à19";"";"";"";"";"QuotNat_Jamais";"QUOTReg_Parfois";"MAGCUL_Non";"MAGSCI_Non";"MAGSP_Non";0;"Livre_Policier_Oui";"Livre_Sentiments_Non";"Livre_Classique_Non";"Livre_Histoire_Non";"Livre_PolitiqueSHS_Non";"Livre_SciencesTech_Non";"Livre_Pratique_Non";"Livre_ArtPhoto_Non";"Livre_Sport_Non";1;"NonInscrit_Biblio";"LivresPossédés_Aucun";"Music_MondeRegionale";"CDPossédés_MoinsDe29";"Cinema_Non";"Théâtre_Non";"SpeDanse_Non";"SpeComique_Non";"Concert_Non";"Festival_Non";"";"";"Ecriture_Non";"Dessin_Non";"Photo_Non";"Assos_Aucune";"MarcheVelo_Parfois";"Non ou très rarement";"Sport_Jamais";0;79;"70ans+";"Veufs";"Emploi_NC";"Etudes_PrimaireOuAvant";"Autre_inactif";"Employés";"Femme";"Aide_Familiale";"Ne_Vit_Pas_En_Couple";"TpsTV_30Houplus/Sem";"TpsRad_Jamais";"BD_Non";"LivresLus_MoinsDe5";"SportsDiff_Aucun"
"9332002210-03";9332002210;"Frigo_neuf";"Men_3pers";"Commune_rurale";"LaveVaisselle_Oui";"Voiture_Oui";4;"Internet_PasDEquipement";"NiveauVie_3eQ";"Accédant_Propr";"27000_à_68000€";"Voiture_Trois+";"Loisir_Discothèque, soirées dansantes";"ActivitéPro_Non";"Transport_VoitureMoteur";18;14;"Canal +";"Video_20à40";"Radio_Infos";"Radio_Pas_ConcertCult";"Radio_Musique";"Radio_Sport";"QuotNat_Jamais";"QUOTReg_Parfois";"MAGCUL_Non";"MAGSCI_Oui";"MAGSP_Oui";36;"Livre_Policier_Non";"Livre_Sentiments_Non";"Livre_Classique_Non";"Livre_Histoire_Non";"Livre_PolitiqueSHS_Non";"Livre_SciencesTech_Non";"Livre_Pratique_Non";"Livre_ArtPhoto_Non";"Livre_Sport_Non";0;"NonInscrit_Biblio";"LivresPossédés_30à99";"Music_TechnoElectro";"CDPossédés_200ouPlus";"Cinema_Oui";"Théâtre_Non";"SpeDanse_Non";"SpeComique_Non";"Concert_Non";"Festival_Non";"Pas de compétition officielle";"";"Ecriture_Non";"Dessin_Non";"Photo_Non";"Assos_Aucune";"MarcheVelo_Rarement";"Non ou très rarement";"Sport_Jamais";2;27;"25-29ans";"Célibataires";"EmploiTpsPlein";"Etudes_2eCycle";"Actif_occupé";"Ouvriers";"Homme";"Salarié_Privé";"Ne_Vit_Pas_En_Couple";"TpsTV_10à19H/Sem";"TpsRad_9à19H/Sem";"BD_Oui";"LivresLus_Aucun";"SportsDiff_2à4"
"9332004380-01";9332004380;"Frigo_occasion";"Men_3pers";"UU_Plus_100.000hab";"LaveVaisselle_Oui";"Voiture_Oui";2;"Internet_Oui";"NiveauVie_4eQ";"Locataire";"Plus_de_68000€";"Voiture_Deux";"Loisir_Autre";"ActivitéPro_Oui";"Transport_VoitureMoteur";5;;"M6";"Video_aucune";"";"";"";"";"QuotNat_Jamais";"QUOTReg_Rarement";"MAGCUL_Non";"MAGSCI_Non";"MAGSP_Non";0;"Livre_Policier_Non";"Livre_Sentiments_Non";"Livre_Classique_Non";"Livre_Histoire_Non";"Livre_PolitiqueSHS_Non";"Livre_SciencesTech_Non";"Livre_Pratique_Non";"Livre_ArtPhoto_Non";"Livre_Sport_Non";0;"NonInscrit_Biblio";"LivresPossédés_30à99";"Music_Variété française";"CDPossédés_200ouPlus";"Cinema_Oui";"Théâtre_Non";"SpeDanse_Non";"SpeComique_Non";"Concert_Non";"Festival_Non";"Pas de compétition officielle";"";"Ecriture_Non";"Dessin_Non";"Photo_Non";"Assos_Aucune";"MarcheVelo_Rarement";"Non ou très rarement";"Sport_UneFoisParSem";3;46;"40-49ans";"Mariés";"EmploiTpsPlein";"Etudes_Supérieur";"Actif_occupé";"Cadres_Professions_Intell";"Homme";"Salarié_Privé";"Vit_En_Couple";"TpsTV_MoinsDe10H/Sem";"TpsRad_Jamais";"BD_Non";"LivresLus_Aucun";"SportsDiff_2à4"
"9332004450-01";9332004450;"Frigo_neuf";"Men_3pers";"UU_Plus_100.000hab";"LaveVaisselle_Oui";"Voiture_Oui";1;"Internet_PasDEquipement";"NiveauVie_1erQ";"Propriétaires";"7000_à_15000€";"Voiture_Une";"Loisir_Bricolage, jardin, mécanique";"ActivitéPro_Oui";"Transport_NC";40;;"France 3";"Video_aucune";"";"";"";"";"QuotNat_Jamais";"QUOTReg_Régulièrement";"MAGCUL_Non";"MAGSCI_Non";"MAGSP_Non";0;"Livre_Policier_Non";"Livre_Sentiments_Non";"Livre_Classique_Non";"Livre_Histoire_Non";"Livre_PolitiqueSHS_Non";"Livre_SciencesTech_Non";"Livre_Pratique_Non";"Livre_ArtPhoto_Non";"Livre_Sport_Non";0;"NonInscrit_Biblio";"LivresPossédés_MoinsDe30";"Music_NC";"CDPossédés_MoinsDe29";"Cinema_Non";"Théâtre_Non";"SpeDanse_Non";"SpeComique_Non";"Concert_Non";"Festival_Non";"Pas de compétition officielle";"";"Ecriture_Non";"Dessin_Non";"Photo_Non";"Assos_Aucune";"MarcheVelo_Rarement";"Non ou très rarement";"Sport_Jamais";1;59;"50-64ans";"Mariés";"Emploi_NC";"Etudes_1erCycle";"Actif_occupé";"Agriculteurs";"Homme";"Indépendant";"Vit_En_Couple";"TpsTV_30Houplus/Sem";"TpsRad_Jamais";"BD_Non";"LivresLus_Aucun";"SportsDiff_Un"
"9332005480-01";9332005480;"Frigo_neuf";"Men_1pers";"UU_Plus_100.000hab";"LaveVaisselle_Non";"Voiture_Non";;"Internet_PasDEquipement";"NiveauVie_2eQ";"Locataire";"7000_à_15000€";"Voiture_Aucune";"Loisir_Aucune";"ActivitéPro_Non";"Transport_NC";8;;"TF1";"Video_aucune";"";"";"";"";"QuotNat_Rarement";"QUOTReg_Parfois";"MAGCUL_Non";"MAGSCI_Non";"MAGSP_Non";0;"Livre_Policier_Non";"Livre_Sentiments_Non";"Livre_Classique_Non";"Livre_Histoire_Non";"Livre_PolitiqueSHS_Non";"Livre_SciencesTech_Non";"Livre_Pratique_Non";"Livre_ArtPhoto_Non";"Livre_Sport_Non";0;"NonInscrit_Biblio";"LivresPossédés_MoinsDe30";"Music_NC";"CDPossédés_Aucun";"Cinema_Non";"Théâtre_Non";"SpeDanse_Non";"SpeComique_Non";"Concert_Non";"Festival_Non";"";"";"Ecriture_Non";"Dessin_Non";"Photo_Non";"Assos_Aucune";"MarcheVelo_Rarement";"Non ou très rarement";"Sport_Jamais";0;82;"70ans+";"Veufs";"EmploiTpsPlein";"Etudes_PrimaireOuAvant";"Retraité";"Retraités";"Femme";"Salarié_Privé";"Ne_Vit_Pas_En_Couple";"TpsTV_MoinsDe10H/Sem";"TpsRad_Jamais";"BD_Non";"LivresLus_Aucun";"SportsDiff_Aucun"
"9332006070-01";9332006070;"Frigo_neuf";"Men_2pers";"UU_Plus_100.000hab";"LaveVaisselle_Oui";"Voiture_Oui";2;"Internet_PasDEquipement";"NiveauVie_3eQ";"Propriétaires";"27000_à_68000€";"Voiture_Deux";"Loisir_Mots croisés, fléchés";"ActivitéPro_Non";"Transport_NC";70;7;"France 2";"Video_1à19";"Radio_Pas_Infos";"Radio_Pas_ConcertCult";"Radio_Musique";"Radio_Pas_Sport";"QuotNat_Jamais";"QUOTReg_Jamais";"MAGCUL_Non";"MAGSCI_Non";"MAGSP_Non";0;"Livre_Policier_Non";"Livre_Sentiments_Non";"Livre_Classique_Non";"Livre_Histoire_Non";"Livre_PolitiqueSHS_Non";"Livre_SciencesTech_Non";"Livre_Pratique_Non";"Livre_ArtPhoto_Non";"Livre_Sport_Non";0;"NonInscrit_Biblio";"LivresPossédés_30à99";"Music_NC";"CDPossédés_200ouPlus";"Cinema_Non";"Théâtre_Non";"SpeDanse_Non";"SpeComique_Non";"Concert_Non";"Festival_Non";"";"";"Ecriture_Non";"Dessin_Non";"Photo_Non";"Assos_Aucune";"MarcheVelo_Rarement";"Non ou très rarement";"Sport_Jamais";0;81;"70ans+";"Mariés";"EmploiTpsPlein";"Etudes_PrimaireOuAvant";"Retraité";"Retraités";"Homme";"Salarié_Etat";"Vit_En_Couple";"TpsTV_30Houplus/Sem";"TpsRad_5à9H/Sem";"BD_Non";"LivresLus_Aucun";"SportsDiff_Aucun"
"9332006410-01";9332006410;"Frigo_neuf";"Men_1pers";"UU_Plus_100.000hab";"LaveVaisselle_Non";"Voiture_Oui";1;"Internet_PasDEquipement";"NiveauVie_1erQ";"Locataire";"7000_à_15000€";"Voiture_Une";"Loisir_Aucune";"ActivitéPro_Non";"Transport_NC";28;14;"Câble / satellite";"Video_1à19";"Radio_Pas_Infos";"Radio_Pas_ConcertCult";"Radio_Musique";"Radio_Pas_Sport";"QuotNat_Jamais";"QUOTReg_Régulièrement";"MAGCUL_Non";"MAGSCI_Non";"MAGSP_Non";24;"Livre_Policier_Non";"Livre_Sentiments_Non";"Livre_Classique_Non";"Livre_Histoire_Non";"Livre_PolitiqueSHS_Non";"Livre_SciencesTech_Non";"Livre_Pratique_Oui";"Livre_ArtPhoto_Non";"Livre_Sport_Non";12;"NonInscrit_Biblio";"LivresPossédés_MoinsDe30";"Music_Variété française";"CDPossédés_MoinsDe29";"Cinema_Non";"Théâtre_Non";"SpeDanse_Non";"SpeComique_Non";"Concert_Non";"Festival_Oui";"Pas de compétition officielle";"";"Ecriture_Non";"Dessin_Non";"Photo_Non";"Assos_Aucune";"MarcheVelo_Rarement";"Oui, 11 à 20 cigarettes/jour";"Sport_Jamais";2;59;"50-64ans";"Divorcés";"EmploiTpsPlein";"Etudes_PrimaireOuAvant";"Autre_inactif";"Ouvriers";"Homme";"Salarié_Privé";"Ne_Vit_Pas_En_Couple";"TpsTV_20à29H/Sem";"TpsRad_9à19H/Sem";"BD_Oui";"LivresLus_10à19";"SportsDiff_2à4"
"9332006700-01";9332006700;"Frigo_neuf";"Men_4pers";"UU_Plus_100.000hab";"LaveVaisselle_Oui";"Voiture_Oui";2;"Internet_Oui";"NiveauVie_4eQ";"Propriétaires";"27000_à_68000€";"Voiture_Deux";"Loisir_Bricolage, jardin, mécanique";"ActivitéPro_Oui";"Transport_VoitureMoteur";35;63;"Chaîne_Aucune en particulier";"Video_50ouPlus";"Radio_Infos";"Radio_Pas_ConcertCult";"Radio_Musique";"Radio_Pas_Sport";"QuotNat_Jamais";"QUOTReg_Régulièrement";"MAGCUL_Oui";"MAGSCI_Oui";"MAGSP_Non";1;"Livre_Policier_Non";"Livre_Sentiments_Non";"Livre_Classique_Non";"Livre_Histoire_Non";"Livre_PolitiqueSHS_Non";"Livre_SciencesTech_Non";"Livre_Pratique_Oui";"Livre_ArtPhoto_Non";"Livre_Sport_Non";2;"NonInscrit_Biblio";"LivresPossédés_100à199";"Music_Variété française";"CDPossédés_200ouPlus";"Cinema_Non";"Théâtre_Non";"SpeDanse_Oui";"SpeComique_Oui";"Concert_Oui";"Festival_Non";"Pas de compétition officielle";"";"Ecriture_Non";"Dessin_Oui";"Photo_Non";"Assos_Aucune";"MarcheVelo_Souvent";"Non ou très rarement";"Sport_PlusieursFoisParSem";5;55;"50-64ans";"Mariés";"EmploiTpsPlein";"Etudes_ProTechnique";"Actif_occupé";"Ouvriers";"Homme";"Salarié_Privé";"Vit_En_Couple";"TpsTV_30Houplus/Sem";"TpsRad_20Houplus/Sem";"BD_Oui";"LivresLus_MoinsDe5";"SportsDiff_5ouPlus"
"9332006960-01";9332006960;"Frigo_neuf";"Men_2pers";"UU_Plus_100.000hab";"LaveVaisselle_Oui";"Voiture_Oui";1;"Internet_PasDEquipement";"NiveauVie_4eQ";"Propriétaires";"27000_à_68000€";"Voiture_Une";"Loisir_Bénévole";"ActivitéPro_Non";"Transport_NC";20;35;"Canal +";"Video_1à19";"Radio_Pas_Infos";"Radio_Pas_ConcertCult";"Radio_Musique";"Radio_Pas_Sport";"QuotNat_Jamais";"QUOTReg_Régulièrement";"MAGCUL_Non";"MAGSCI_Non";"MAGSP_Oui";0;"Livre_Policier_Non";"Livre_Sentiments_Non";"Livre_Classique_Non";"Livre_Histoire_Non";"Livre_PolitiqueSHS_Non";"Livre_SciencesTech_Non";"Livre_Pratique_Oui";"Livre_ArtPhoto_Non";"Livre_Sport_Oui";5;"NonInscrit_Biblio";"LivresPossédés_30à99";"Music_AucuneSpe";"CDPossédés_200ouPlus";"Cinema_Oui";"Théâtre_Non";"SpeDanse_Non";"SpeComique_Oui";"Concert_Oui";"Festival_Oui";"Pas de compétition officielle";"Sports d'hiver";"Ecriture_Non";"Dessin_Non";"Photo_Non";"Assos_Aucune";"MarcheVelo_Parfois";"Non ou très rarement";"Sport_UneFoisParSem";5;56;"50-64ans";"Mariés";"EmploiTpsPlein";"Etudes_ProTechnique";"Retraité";"Retraités";"Homme";"Salarié_EntreprisePublique";"Vit_En_Couple";"TpsTV_20à29H/Sem";"TpsRad_20Houplus/Sem";"BD_Non";"LivresLus_5à9";"SportsDiff_5ouPlus"
"9332009510-01";9332009510;"Frigo_neuf";"Men_1pers";"UU_Plus_100.000hab";"LaveVaisselle_Non";"Voiture_Non";;"Internet_PasDEquipement";"NiveauVie_2eQ";"Logé_Gratuitement";"7000_à_15000€";"Voiture_Aucune";"Loisir_Jeux de cartes, société";"ActivitéPro_Non";"Transport_NC";90;28;"France 2";"Video_aucune";"Radio_Infos";"Radio_Pas_ConcertCult";"Radio_Musique";"Radio_Pas_Sport";"QuotNat_Jamais";"QUOTReg_Jamais";"MAGCUL_Non";"MAGSCI_Non";"MAGSP_Non";0;"Livre_Policier_Non";"Livre_Sentiments_Non";"Livre_Classique_Non";"Livre_Histoire_Non";"Livre_PolitiqueSHS_Non";"Livre_SciencesTech_Non";"Livre_Pratique_Non";"Livre_ArtPhoto_Non";"Livre_Sport_Non";1;"NonInscrit_Biblio";"LivresPossédés_30à99";"Music_NC";"CDPossédés_200ouPlus";"Cinema_Non";"Théâtre_Non";"SpeDanse_Non";"SpeComique_Non";"Concert_Non";"Festival_Non";"";"";"Ecriture_Non";"Dessin_Non";"Photo_Non";"Assos_Aucune";"MarcheVelo_Rarement";"Non ou très rarement";"Sport_Jamais";0;82;"70ans+";"Célibataires";"EmploiTpsPlein";"Etudes_PrimaireOuAvant";"Retraité";"Retraités";"Femme";"Salarié_Privé";"Ne_Vit_Pas_En_Couple";"TpsTV_30Houplus/Sem";"TpsRad_20Houplus/Sem";"BD_Non";"LivresLus_MoinsDe5";"SportsDiff_Aucun"
"9332010860-01";9332010860;"Frigo_neuf";"Men_3pers";"UU_Plus_100.000hab";"LaveVaisselle_Non";"Voiture_Oui";1;"Internet_PasDEquipement";"NiveauVie_4eQ";"Logé_Gratuitement";"27000_à_68000€";"Voiture_Une";"Loisir_Promenade";"ActivitéPro_Oui";"Transport_Pied";18;70;"Canal +";"Video_50ouPlus";"Radio_Infos";"Radio_Pas_ConcertCult";"Radio_Musique";"Radio_Pas_Sport";"QuotNat_Jamais";"QUOTReg_Régulièrement";"MAGCUL_Non";"MAGSCI_Non";"MAGSP_Non";10;"Livre_Policier_Non";"Livre_Sentiments_Non";"Livre_Classique_Non";"Livre_Histoire_Oui";"Livre_PolitiqueSHS_Non";"Livre_SciencesTech_Non";"Livre_Pratique_Oui";"Livre_ArtPhoto_Non";"Livre_Sport_Non";1;"NonInscrit_Biblio";"LivresPossédés_30à99";"Music_Variété française";"CDPossédés_200ouPlus";"Cinema_Oui";"Théâtre_Non";"SpeDanse_Non";"SpeComique_Non";"Concert_Non";"Festival_Non";"Pas de compétition officielle";"";"Ecriture_Non";"Dessin_Non";"Photo_Non";"Assos_Aucune";"MarcheVelo_Rarement";"Oui, 11 à 20 cigarettes/jour";"Sport_Jamais";3;44;"40-49ans";"Mariés";"EmploiTpsPlein";"Etudes_ProTechnique";"Actif_occupé";"Professions_Intermédiaires";"Homme";"Salarié_Privé";"Vit_En_Couple";"TpsTV_10à19H/Sem";"TpsRad_20Houplus/Sem";"BD_Oui";"LivresLus_MoinsDe5";"SportsDiff_2à4"
"9332011070-01";9332011070;"Frigo_neuf";"Men_3pers";"UU_Plus_100.000hab";"LaveVaisselle_Oui";"Voiture_Oui";2;"Internet_PasDEquipement";"NiveauVie_4eQ";"Accédant_Propr";"27000_à_68000€";"Voiture_Deux";"Loisir_Bricolage, jardin, mécanique";"ActivitéPro_Oui";"Transport_VoitureMoteur";;140;"";"Video_1à19";"Radio_Pas_Infos";"Radio_ConcertCult";"Radio_Musique";"Radio_Pas_Sport";"QuotNat_Jamais";"QUOTReg_Jamais";"MAGCUL_Non";"MAGSCI_Non";"MAGSP_Non";0;"Livre_Policier_Non";"Livre_Sentiments_Non";"Livre_Classique_Non";"Livre_Histoire_Oui";"Livre_PolitiqueSHS_Non";"Livre_SciencesTech_Non";"Livre_Pratique_Oui";"Livre_ArtPhoto_Oui";"Livre_Sport_Non";6;"NonInscrit_Biblio";"LivresPossédés_30à99";"Music_Variété française";"CDPossédés_200ouPlus";"Cinema_Non";"Théâtre_Non";"SpeDanse_Non";"SpeComique_Non";"Concert_Non";"Festival_Non";"Pas de compétition officielle";"";"Ecriture_Non";"Dessin_Non";"Photo_Non";"Assos_Aucune";"MarcheVelo_Parfois";"Non ou très rarement";"Sport_Jamais";2;34;"30-39ans";"Mariés";"EmploiTpsPlein";"Etudes_Supérieur";"Actif_occupé";"Cadres_Professions_Intell";"Homme";"Salarié_Privé";"Vit_En_Couple";"TpsTV_Jamais";"TpsRad_20Houplus/Sem";"BD_Non";"LivresLus_5à9";"SportsDiff_2à4"
"9332011340-01";9332011340;"Frigo_occasion";"Men_1pers";"UU_Moins_20.000hab";"LaveVaisselle_Non";"Voiture_Non";;"Internet_PasDEquipement";"NiveauVie_1erQ";"Locataire";"Moins_de_7000€";"Voiture_Aucune";"Loisir_Discothèque, soirées dansantes";"ActivitéPro_Non";"Transport_NC";7;28;"TF1";"Video_aucune";"Radio_Infos";"Radio_Pas_ConcertCult";"Radio_Musique";"Radio_Pas_Sport";"QuotNat_Jamais";"QUOTReg_Régulièrement";"MAGCUL_Non";"MAGSCI_Oui";"MAGSP_Oui";0;"Livre_Policier_Non";"Livre_Sentiments_Non";"Livre_Classique_Non";"Livre_Histoire_Oui";"Livre_PolitiqueSHS_Non";"Livre_SciencesTech_Non";"Livre_Pratique_Non";"Livre_ArtPhoto_Non";"Livre_Sport_Oui";2;"NonInscrit_Biblio";"LivresPossédés_Aucun";"Music_NC";"CDPossédés_Aucun";"Cinema_Non";"Théâtre_Non";"SpeDanse_Non";"SpeComique_Non";"Concert_Non";"Festival_Non";"Pas de compétition officielle";"";"Ecriture_Non";"Dessin_Non";"Photo_Non";"Assos_Aucune";"MarcheVelo_Souvent";"Non ou très rarement";"Sport_UneFoisParSem";3;40;"40-49ans";"Célibataires";"EmploiTpsPlein";"Etudes_ProTechnique";"Chômeur";"Ouvriers";"Homme";"Salarié_Privé";"Ne_Vit_Pas_En_Couple";"TpsTV_MoinsDe10H/Sem";"TpsRad_20Houplus/Sem";"BD_Non";"LivresLus_MoinsDe5";"SportsDiff_2à4"
"9332013050-03";9332013050;"Frigo_neuf";"Men_3pers";"UU_Moins_20.000hab";"LaveVaisselle_Oui";"Voiture_Oui";1;"Internet_Non";"NiveauVie_2eQ";"Accédant_Propr";"15000_à_27000€";"Voiture_Une";"Loisir_Discothèque, soirées dansantes";"ActivitéPro_Non";"Transport_VoitureMoteur";9;0;"Canal +";"Video_20à40";"Radio_Pas_Infos";"Radio_Pas_ConcertCult";"Radio_Musique";"Radio_Pas_Sport";"QuotNat_Rarement";"QUOTReg_Parfois";"MAGCUL_Oui";"MAGSCI_Oui";"MAGSP_Oui";0;"Livre_Policier_Non";"Livre_Sentiments_Non";"Livre_Classique_Non";"Livre_Histoire_Non";"Livre_PolitiqueSHS_Non";"Livre_SciencesTech_Non";"Livre_Pratique_Non";"Livre_ArtPhoto_Non";"Livre_Sport_Non";0;"Inscrit_Biblio";"LivresPossédés_MoinsDe30";"Music_TechnoElectro";"CDPossédés_200ouPlus";"Cinema_Oui";"Théâtre_Non";"SpeDanse_Non";"SpeComique_Non";"Concert_Non";"Festival_Non";"Pas de compétition officielle";"";"Ecriture_Non";"Dessin_Non";"Photo_Non";"Assos_Aucune";"MarcheVelo_Rarement";"Non ou très rarement";"Sport_PlusieursFoisParSem";4;21;"14-24ans";"Célibataires";"Emploi_NC";"Etudes_NC";"Formation";"Autres_inactifs";"Homme";"Statut_NC";"Ne_Vit_Pas_En_Couple";"TpsTV_MoinsDe10H/Sem";"TpsRad_Jamais";"BD_Non";"LivresLus_Aucun";"SportsDiff_2à4"
